title,genre,year,netflix
더 픽스: 비공식회담,드라마 NETFLIX ORIGINAL,2018,"세계의 난제를 해결하라! 코미디언 지미 카가 진행하고, D.L. 휴글리와 캐서린 라이언이 고정 출연하는 코미디 쇼. 매회 새로운 게스트들이 참여해 입담을 자랑한다."
더 폴,드라마,2016,수상: 4 wins & 11 nominations.
빤스맨의 위대한 모험,드라마 NETFLIX ORIGINAL,2019,수상: 1 nomination.
빌어먹을 세상 따위,드라마 NETFLIX ORIGINAL,2017,수상: Nominated for 1 Primetime Emmy. Another 4 wins & 5 nominations.
기황후,드라마,2013,수상: 2 wins & 8 nominations.
이나 미나 디카,드라마,2015,언제나 배고픈 여우 한 마리와 재치 넘치는 천하무적 새 세 마리 때문에 동물 왕국은 하루도 조용할 날이 없어요!
드래곤 프린스,드라마 NETFLIX ORIGINAL,2019,수상: 1 nomination.
사이키 쿠스오의 재난,드라마,2016,수상: 1 nomination.
알바뛰는 마왕님,드라마,2013,엔테 이슬라를 정복하려는 시도가 좌절된 후 오늘날의 도쿄에 떨어진 사탄과 대원수 알시엘은 인간의 몸으로 바뀌어 살아가게 된다.
지옥에서 온 코미디,드라마 NETFLIX ORIGINAL,2018,지금부터 봉인을 해제한다! 30분짜리 무대에 오른 6인의 코미디언. 낯 뜨거운 음담패설? 아슬아슬한 독설? 내키는 대로 발산한다. 이것은 본격 19금 스탠드업 코미디!
비트의 승부사들,드라마 NETFLIX ORIGINAL,2017,수상: Won 2 Oscars. Another 12 wins & 21 nominations.
넥톤 패밀리 심해원정대,드라마,2017,수상: Nominated for 1 Oscar. Another 2 nominations.
엘 차포를 만난 날,드라마 NETFLIX ORIGINAL,2017,엘 차포 구스만. 땅굴을 파고 탈옥한 마약왕과 슈퍼스타 여배우가 비밀리에 만났다. 그 후 눈덩이처럼 불어난 흉흉한 소문들은 진실인가 음모인가? 그녀가 입을 열었다.
크리스틴 매코널과 이상한 과자의 집,드라마 NETFLIX ORIGINAL,2018,"그녀와 함께라면 하루하루가 핼러윈! 제빵사이자 공예가, 크리스틴 매코널. 그녀가 놀라운 재주로 빚어낸 소름 끼치는 과자와 공예품 그리고 기이한 생명체들을 만나시길."
더 크라운,드라마 NETFLIX ORIGINAL,2017,수상: Won 3 Golden Globes. Another 52 wins & 126 nominations.
출출한 여자,드라마,2016,30대 커리어우먼 재영은 일과 연애라는 두 마리 토끼를 모두 잡는 한편으로 잘 먹고 잘 살기 위해 노력한다.
어떤 고백의 기록,드라마 NETFLIX ORIGINAL,2017,누가 그들을 악마로 만들었을까. 경찰의 회유와 강압 때문에 저지른 적도 없는 범죄를 자백한 사람들. 죄 없이 극악무도한 살인자로 전락한 그들의 목소리를 듣는다.
코미디 라인업,드라마 NETFLIX ORIGINAL,2018,"스탠드업 코미디, 이제 우리가 접수한다! 떠오르는 신예 코미디언들이 만드는 신선한 무대. 주어진 시간은 단 15분, 그 안에 관객을 웃겨야 한다. 어디 시작해볼까?"
The Code,드라마,2011,수상: 9 wins & 9 nominations.
클라이언트 리스트,드라마,2013,수상: 1 win & 1 nomination.
산장의 비밀,드라마 NETFLIX ORIGINAL,2018,"오랜만에 고향 산장에 모인 친구들. 그러나 휴가는 지옥으로 변하고 친구들은 서로를 의심한다. 20년 전의 비극, 풀리지 않은 그 비밀 속에 치명적인 덫이 놓여 있다."
미셸 울프 쇼: 브레이킹 퍼니,드라마 NETFLIX ORIGINAL,2018,"토크쇼의 형식을 파괴한다! 개그와 콩트, 초대 손님과의 대화가 뒤섞인 신개념 주간 프로그램. 상대를 가리지 않는 진행자 미셸 울프, 그녀의 무차별 공격에 대비하라!"
브레이크: 하이더펠트 살인 사건,드라마 NETFLIX ORIGINAL,2018,"고통스러운 과거를 안고 고향 마을로 내려간 형사. 그곳에서 의문의 살인 사건이 그를 기다린다. 진실을 찾기 위한 미궁 속의 사투. 누가, 왜, 한 청년을 죽였는가."
보스 베이비: 돌아온 보스,드라마 NETFLIX ORIGINAL,2018,수상: 1 win & 1 nomination.
블렛츨리 서클,드라마,2014,수상: 3 nominations.
블랙 리스트,드라마,2019,수상: Nominated for 2 Golden Globes. Another 2 wins & 26 nominations.
삶의 시작: 시리즈,드라마,2016,"혁신적인 기술과 신경과학을 활용해 환경이 유아에게 미치는 영향, 나아가 유아가 인류의 미래에 미칠 수 있는 영향을 탐구하는 시리즈."
꾸러기 상상여행,드라마,2004,수상: 4 wins & 16 nominations.
이것은 예술이다,드라마,2014,수상: 1 win & 2 nominations.
에일리어니스트,드라마 NETFLIX ORIGINAL,2018,수상: Nominated for 2 Golden Globes. Another 2 wins & 15 nominations.
어페어,드라마,2018,수상: Won 3 Golden Globes. Another 2 wins & 21 nominations.
장화신은 고양이의 신나는 모험,드라마,2016,수상: 1 win & 9 nominations.
피가로 포의 어드벤처,드라마,2015,수상: 3 wins & 2 nominations.
원헌드레드,드라마,2016,수상: Nominated for 1 Primetime Emmy. Another 5 wins & 35 nominations.
70년대쇼,드라마,2005,수상: Won 1 Primetime Emmy. Another 14 wins & 77 nominations.
일촉즉발 테러리즘,드라마 NETFLIX ORIGINAL,2018,"만약 이들이 없었다면, 세상은 이미 끝장났을 것이다. 치명적인 테러 공격을 사전에 막은 무명의 영웅들. 그들이 목숨을 걸고 펼친 위험한 작전의 전모가 드디어 공개된다."
잔향의 테러,드라마,2014,"테러 공격으로 초토화된 도쿄. 범인의 정체에 대한 의문의 단서가 발견되면서 경찰은 당황하고, 시민들은 패닉에 빠진다."
테라포마스,드라마,2014,"지구상에 외계 바이러스가 퍼지자, 인류가 백신을 찾아 화성으로 향한다. 그러나 화성은 더 이상 무주공산이 아니었으니. 지구의 방문객을 무차별 공격하는 괴생명체들. 이 핏빛 전쟁은 어디서 비롯된 것인가. 그리고 어디서 끝맺을 것인가."
텔레시네마,드라마,2009,"한국의 인기 배우들이 출연한 7편의 연작 영화로, 각종 상을 수상한 일본인 각본가들이 누구나 공감할 수 있는 다양한 장르의 스토리를 풀어냈다."
틴 울프,드라마,2017,평범한 고등학생 스캇은 어느날 정체불명의 동물에게 물려 늑대인간이 되면서 라크로스 팀의 주전이 되고 인기를 누린다. 그러나 이에 따른 문제도 발생한다.
틴 타이탄 GO!,드라마,2018,수상: Nominated for 3 Primetime Emmys. Another 4 wins & 15 nominations.
말하는 고양이 토킹 톰,드라마,2016,수다쟁이 고양이와 재주 많은 친구들. 언제나 차고 넘치는 아이디어 덕분에 바람 잘 날 없는 이들의 일상. 오늘도 하이테크 모험을 떠나보자!
Tales of Irish Castles,드라마,2014,"노르만족의 초기 요새부터 화려한 20세기 저택에 이르기까지, 다양한 석조 성채는 천 년에 걸친 아일랜드의 전쟁, 정치, 경제, 문화의 역사를 증언한다."
빛으로 그린 이야기,드라마 NETFLIX ORIGINAL,2018,수상: 1 win.
타불라 라사: 기억의 미로,드라마 NETFLIX ORIGINAL,2017,수상: 1 win & 1 nomination.
실바니안 패밀리,드라마,2018,"실바니아 마을에 오신 것을 환영합니다! 귀여운 동물 친구들과 가족이 사는 아기자기한 마을이랍니다. 푸르른 자연에 예쁜 집이 옹기종기 모여 있는 이곳에서, 우리 동물 친구들은 꿈과 호기심을 키워가지요. 다 함께 마을을 둘러볼까요?"
소드 아트 온라인 II,드라마,2014,"비디오 게임 천재가 만든 신기술 덕분에 플레이어가 자신의 몸으로 온라인 아바타를 움직일 수 있게 되지만, 여기에는 사악한 반전이 숨어있다."
소드 아트 온라인,드라마,2012,수상: 2 wins & 1 nomination.
우주를 누비는 쏙독새,드라마 NETFLIX ORIGINAL,2018,"외모가 달라지면 인생도 달라진다? 정반대의 두 소녀, 몸이 뒤바뀌어 버렸다! 아유미의 예쁜 얼굴과 가족, 남자 친구까지 빼앗은 젠코. 그녀가 원했던 삶을 살 수 있을까."
어둠의 장의사,드라마 NETFLIX ORIGINAL,2018,미국 남부 소도시에 모여 사는 장의사 가족 헤이스팅스. 하지만 장례식은 사업의 일부일 뿐이다. 사악한 악령들로부터 마을을 지켜내는 것이야말로 이들의 진짜 사명.
슈퍼걸,드라마,2017,수상: 9 wins & 34 nominations.
출동! 슈퍼윙스,드라마,2017,수상: 1 nomination.
슈퍼 몬스터와 즐거운 파티,드라마 NETFLIX ORIGINAL,2018,"슈퍼 몬스터 카티아, 로보, 조이, 드라크, 클레오, 프랭키가 출연하는 뮤직비디오! 함께 노래하고 춤을 춰봐요. 몬스터 친구들이 있어 더욱 신나는 파티, 마음껏 즐겨요."
슈퍼 몬스터,드라마 NETFLIX ORIGINAL,2018,세계에서 가장 유명한 몬스터의 여섯 아이들이 저마다 지닌 특별한 능력을 갈고 닦아요. 우린 곧 유치원에 다닐 다 큰 몬스터니까요!
슈퍼 드래그 퀸,드라마 NETFLIX ORIGINAL,2018,성 소수자들을 악의 무리로부터 보호하라. 직장 동료이자 친구인 세 명의 드래그 퀸. 이들이 슈퍼히어로로 변신하면 천하무적! 성인들을 위한 거침없는 애니메이션 시리즈.
성균관 스캔들,드라마,2010,수상: 6 wins & 2 nominations.
죽어도 선덜랜드,드라마 NETFLIX ORIGINAL,2018,영국 프리미어리그에서 강등된 선덜랜드 AFC. 이제 2부 리그에서 새로운 2017-18시즌을 맞는다. 부활을 위해 발버둥 치는 팀과 그 팬들을 따라가는 다큐멘터리 시리즈.
슈츠,드라마,2016,수상: 1 win & 9 nominations.
수부라,드라마 NETFLIX ORIGINAL,2017,"2008년, 로마 근교 해변 부지를 둘러싸고 암투가 벌어진다. 조직범죄와 부패한 정치가에 바티칸까지 얽힌 승부. 누구도 승리를 장담할 수 없는 복마전의 서막이다."
최강 배달꾼,드라마,2017,"신속! 정확! 배달 왔어요~ 비록 흙수저여도 배짱은 금수저 못지않은 두 청춘. 부조리한 사회에 맞서 철가방 들고 싸운다. 좌절 금지, 포기 금지! 우리에겐 희망이 있으니까."
힘쎈 여자 도봉순,드라마,2017,수상: 4 wins & 7 nominations.
스트레치 암스트롱과 슈퍼 프렌즈,드라마 NETFLIX ORIGINAL,2018,어느 순간 슈퍼히어로로 변신한 제이크 암스트롱과 그의 친구들. 이들은 초능력을 익히면 익힐수록 또래와 다른 자신들의 모습을 깨닫는다.
기묘한 이야기,드라마 NETFLIX ORIGINAL,2017,수상: Nominated for 4 Golden Globes. Another 63 wins & 182 nominations.
비밀의 숲,드라마,2017,"공감 능력을 잃은 검사가 살인 사건을 파헤친다. 검사는 열혈 여형사의 도움을 받으며, 수사를 방해하는 부패한 정치 상황에 맞선다."
스트레인지 엠파이어,드라마,2015,수상: 4 wins & 14 nominations.
스티븐 유니버스,드라마,2013,수상: Won 1 Primetime Emmy. Another 12 wins & 29 nominations.
스타트렉: 보이저,드라마,2000,수상: Won 7 Primetime Emmys. Another 26 wins & 84 nominations.
스타트렉: 넥스트 제너레이션,드라마,1993,수상: Won 18 Primetime Emmys. Another 18 wins & 61 nominations.
스타트렉: 애니메이션,드라마,1973,수상: 2 wins & 3 nominations.
스타트렉: 엔터프라이즈,드라마,2004,수상: Won 4 Primetime Emmys. Another 10 wins & 50 nominations.
스타트렉: 디스커버리,드라마 NETFLIX ORIGINAL,2019,수상: Won 1 Primetime Emmy. Another 7 wins & 35 nominations.
스타트렉: 딥 스페이스 나인,드라마,1999,수상: Won 4 Primetime Emmys. Another 55 wins & 115 nominations.
스타트렉,드라마,1968,수상: Won 1 Oscar. Another 24 wins & 93 nominations.
브라이언 리건 쇼: 스탠드업 & 어웨이!,드라마 NETFLIX ORIGINAL,2018,"브라이언 리건, 그가 보고 말하는 모든 것은 웃음이 된다. 스탠드업 코미디와 콩트를 섞고, 관객과의 대화까지 곁들인 무대. 어디에도 없던 초유의 코미디가 시작된다."
집착의 살인마들,드라마,2015,"실제 범죄를 다룬 시리즈물로 헤어진 연인, 동료, 심지어 가족까지 다양한 희생자들이 스토커에게 살해당하는 장면을 생생하고도 극적으로 보여준다."
스파이 키드: 미션 크리티컬,드라마 NETFLIX ORIGINAL,2018,수상: 1 nomination.
스팟리스,드라마 NETFLIX ORIGINAL,2015,수상: 2 nominations.
스플래시 앤 버블스: 바닷속 친구들,드라마,2018,수상: 1 nomination.
스파르타쿠스,드라마,2013,수상: 4 wins & 16 nominations.
스파르타,드라마,2018,규칙도 한계도 없는 가상 현실 게임이 어두운 본능을 깨웠다. 현실로 이어진 끔찍한 사건들. 교사의 기이한 죽음은 자살인가 타살인가. 사건의 진실을 파헤치기 위해 가상 현실 세계로 발을 디딘 형사. 상상 이상의 위험이 그를 기다린다!
스파크,드라마,2016,수상: 1 win.
섬들의 바다 남태평양,드라마,2009,수상: Won 1 Oscar. Another 10 nominations.
소닉 붐,드라마,2014,세상에서 가장 빠르고 파란 고슴도치 소닉. 동물 친구들과 팀을 이루어 에그맨 박사가 섬을 놀이 공원으로 바꾸지 못하도록 막아야 한다.
썸웨어 비트윈,드라마,2017,수상: 3 wins & 5 nominations.
밥 잘 사주는 예쁜 누나,드라마,2018,수상: 3 wins & 4 nominations.
"필이 좋은 여행, 한입만!",드라마 NETFLIX ORIGINAL,2018,"《내 사랑 레이몬드》의 제작자 필 로즌솔이 맛있는 여행을 떠난다. 멕시코와 베트남, 태국 등에서 맛보는 최고의 현지 음식. 배고파서 행복하다, 더 먹을 수 있으니까!"
우리 사장님은 15살,드라마 NETFLIX ORIGINAL,2015,수상: 7 wins & 14 nominations.
솔로몬의 위증,드라마,2016,수상: 7 wins & 4 nominations.
소셜 패브릭,드라마,2017,"평범한 듯 평범하지 않은 옷? 디자이너 카일과 함께 기본 패션 아이템의 아이콘과 트렌드를 따라가 본다. 뻔하다고 생각했던 옷에서 눈이 번쩍 뜨이는 경험, 보장합니다."
빨강머리 백설공주,드라마,2016,수상: 2 nominations.
슬래셔,드라마 NETFLIX ORIGINAL,2017,수상: 1 win & 4 nominations.
스카이랜더 아카데미,드라마 NETFLIX ORIGINAL,2018,수상: 3 nominations.
스킨스,드라마,2013,수상: 7 wins & 31 nominations.
"오 마이, 시스터즈!",드라마 NETFLIX ORIGINAL,2018,수상: 4 nominations.
프랭크 시나트라: 전부 아니면 무,드라마,2015,"전설적인 가수 프랭크 시나트라의 삶과 재능을 다룬 이 다큐멘터리 시리즈는 그를 추억하는 친구, 가족, 동료들의 이야기를 담고 있다."
까까똥꼬 시몽,드라마,2016,수상: 8 wins & 4 nominations.
아파야 사는 남자,드라마 NETFLIX ORIGINAL,2018,"어쩌다 시한부 인생을 살게 된 대니얼. 청천벽력 같던 암 진단이 오진으로 판명 났지만, 거짓말을 수습할 수가 없다. 덕분에 사건 사고가 끊이질 않아 게으름뱅이는 탈출?"
더블 타겟,드라마 NETFLIX ORIGINAL,2018,수상: 2 nominations.
쉬 울프: 잉글랜드 초대 여왕들,드라마,2012,이 다큐멘터리 시리즈는 아키텐의 엘리너부터 3명의 튜더 여왕까지 영국 역사에서 종종 주목받지 못했던 여성 군주들의 역할을 탐구한다.
우주의 전사 쉬라,드라마 NETFLIX ORIGINAL,2018,수상: 4 nominations.
당신보다 그것이 좋아,드라마 NETFLIX ORIGINAL,2017,수상: 4 wins & 2 nominations.
못 말리는 어린양 숀,드라마,2014,수상: 5 wins & 2 nominations.
샤크,드라마,2015,수상: Nominated for 1 Primetime Emmy. Another 3 nominations.
